compound,CmpdID,Pathway,parent,medRt,C_D0,C_D7,C_D14,C_D21,C_D28,C_D35,C_D42,G1_D0,G3_D0,G4_D0,G5_D0,G6_D0,G7_D0,G1_D7,G3_D7,G4_D7,G5_D7,G6_D7,G7_D7,G1_D14,G3_D14,G4_D14,G5_D14,G6_D14,G7_D14,G1_D21,G3_D21,G4_D21,G5_D21,G6_D21,G7_D21,G1_D28,G3_D28,G4_D28,G5_D28,G6_D28,G7_D28,G1_D35,G3_D35,G4_D35,G5_D35,G6_D35,G7_D35,G1_D42,G3_D42,G4_D42,G5_D42,G6_D42,G7_D42,Median Ctrl day 0,Median D0,Median D7,Median D14,Median D21,Median D28,Median D35,Median D42,FC42/0 ,pvalue
Adenylyl sulfate,C00224,Nucleotides,426.0206,1.6744,104595.6,109552.9,0,0,0,0,0,53173.57,90140.59,150565.9,98981.68,92659.37,83276.62,0,0,0,118984.4,0,8281.774,0,0,0,0,0,66121.01,0,0,0,0,0,0,87720.97,0,114667.2,38692.07,0,0,0,48343.22,0,0,0,0,0,0,0,0,0,53599.66,104595.6,91399.98,0,0,0.00E+00,19346.035,0,0.00E+00,0.00E+00,0.003909197
Guanine,C00242,Nucleotides,152.0558,1.322369,22141.94,8855.423,0,8428.385,6898.65,0,6954.459,8395.686,20534.72,8178.597,8055.306,0,6882.332,8553.255,4512.581,0,7915.976,5923.171,6130.869,0,0,4556.496,0,0,5535.531,8.50E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.94E+03,6771.051,0,15012.1,5758.875,7939.03,7404.342,16814.19,6872.451,29749.31,27394.64,30291.83,21787.72,4.06E+04,3.78E+04,6.17E+04,6.16E+04,5.10E+04,6.77E+04,22141.94,8116.9515,6027.02,0,0.00E+00,7087.6965,24591.18,5.63E+04,6.94E+00,0.001179377
Pyridoxal,C00250,Nucleotides,168.065,1.263642,99575.59,113409.1,99362.79,121212.5,131416.8,72562.4,69726.2,97890.73,87397.04,123395.7,81582.64,78071.02,123316.7,90953.84,73338.14,104682.5,96251.55,68728.3,63708.91,97693.53,73139.44,85994.56,88485.31,108819.5,110443,126139.6,94889.84,98003.4,129214.5,99284.79,112793.6,132281.9,77895.9,129519.8,74353.9,111020.1,95812.75,85353.29,92025.38,66447.57,93195.13,102419,96789.65,84786.76,57509.89,99453.97,53501.98,68148.83,66639.4,99575.59,92643.885,82145.99,93089.42,1.06E+05,103416.425,92610.255,6.74E+04,7.27E-01,0.010687073
Hypoxanthine,C00262,Nucleotides,137.0454,1.469559,3617575,3984439,13337250,37361330,44994980,58469360,65545130,4461170,5129222,1511331,1872169,1701775,830310.4,2502925,4192103,3523876,3074008,1451087,1939416,2151714,2049649,10662520,6026010,11059280,4254327,13029140,10693680,27343780,18442020,24595660,30887040,21999780,19245110,39951770,25293350,37006530,28450300,40781020,32788550,39319650,38044560,51736700,43775150,48613340,48603990,47557660,40042980,52924220,46832560,3617575,1786972,2788466.5,5140168.5,2.15E+07,26871825,40050335,4.81E+07,2.69E+01,1.62E-06
Inosine,C00294,Nucleotides,269.0873,2.366972,0,0,8060.467,19630.65,20021.51,30226.66,51342.11,0,0,0,0,0,0,0,0,0,0,1350.426,0,1508.731,0,0,0,1580.917,0,1702.739,0,0,2203.066,2051.397,11041.27,0,3262.411,2495.419,1640.156,40071,7089.673,8064.061,10107.54,5982.594,10062.91,47699.46,13245.12,15045.47,14557.23,11191.93,9922.643,43483.37,12240.91,0,0,0,0,1.88E+03,2878.915,10085.225,1.34E+04,#ΔΙΑΙΡ/0!,0.019146779
Xanthine,C00385,Nucleotides,153.039,0.950207,74216.79,27084.8,30151.17,43973.62,26828.54,27345.75,24858.68,59894.8,81347.88,69826.94,64986.89,43171.01,45358.71,32797,46944.66,40032.41,43384.99,35852.79,34851.2,34205.29,29980.59,36539.66,25214.09,38434.21,17378.21,3.08E+04,4.90E+04,3.96E+04,4.52E+04,2.86E+04,4.41E+04,34703.14,37131.46,32932.64,26784.81,48042.53,20839.25,15731.87,38704.7,37194.52,28903.3,33709.24,24631.85,2.69E+04,3.42E+04,2.92E+04,3.11E+04,3.41E+04,2.34E+04,74216.79,62440.845,37942.6,32092.94,4.18E+04,33817.89,31306.27,3.01E+04,4.83E-01,0.002572421
Guanosine,C00387,Nucleotides,282.0829,1.18622,137375.9,187561,112829.7,116911.7,109387.4,64337.47,78460.32,233479.4,200246.3,222590,225878.3,218349.7,135750.5,130315.3,92140.97,177549.4,169727.2,146296.5,170731.9,133038.2,110241.7,125586.7,118407.9,73534.15,138876.9,112100.4,72564.62,103089.4,89706.62,107182.5,95407.62,88893.16,61765.08,73358.35,100329.9,81548.38,96171.59,68166.71,49814.08,71379.59,54570.58,64911.91,79346.09,61016.18,65522.86,56999.78,49091.05,55015.15,48338.89,137375.9,220469.85,158011.85,121997.3,9.92E+04,85220.77,66539.31,5.60E+04,2.54E-01,0.000118189
Cytidine,C00475,Nucleotides,242.0757,1.203126,57033.29,170232.9,45578.03,66216.52,93794.44,71832.15,112023.5,13653.91,100668,101492.9,54495.88,85023.98,64373.28,20967.52,40411.98,84838.19,91598.21,56510.67,13117.33,73402.8,122580.5,95561.88,65370.64,74029.97,76781.95,100713,124323.4,91408.62,100203.2,110631.4,79881.47,106130.4,116533.6,117703.1,70571.06,81255.28,123677.8,134595.1,91361.18,80541.77,53947.52,103220.2,94852.09,94311.24,107516.4,100093,93522.48,88493.41,119631.6,57033.29,74698.63,48461.325,75405.96,1.00E+05,111332,93106.635,9.72E+04,1.30E+00,0.073230491
Allantoate,C00499,Nucleotides,177.0615,1.032832,333852.6,354053.3,364103.5,507982.6,446500.2,532999.6,467157,310576.8,308812.5,402784,304984.2,256243.7,374761.1,344672.8,336162.6,388699.4,298480.6,270797.1,427770.2,328622.2,348402.4,426946.5,312638.8,224104.2,395209,467969.8,341712,499946.4,431957.3,464411.8,287305.4,406854.3,429410.6,541160.6,366562.7,306679.2,422630,434896.7,393304.1,540930.1,409019.5,268950.1,473091.8,448771.7,437828.3,498105.8,371894.2,320894.7,459081.2,333852.6,309694.65,340417.7,338512.3,4.48E+05,414742.15,421958.1,4.43E+05,1.43E+00,0.000628984
3--5--Cyclic AMP,C00575,Nucleotides,330.0575,1.465708,13563.33,5188.788,164207.8,195861.2,138554.6,106491.9,101235.1,28063.28,200185.5,199190.6,205288.4,185054.9,204781,129861.7,233101.2,217014.2,167565.9,208086.6,107994.7,154025.1,175053.8,146186.6,157919.7,245671.1,112450.8,176832.7,200994,148400.2,173752.4,168442.5,235128.7,80747.44,147052.4,189694.1,127665.1,193216.2,114566.2,125985.6,122262,65788.65,83836.06,134811.4,109178.2,80084.81,123515.3,80082.23,72548.22,91714.7,85548.98,13563.33,199688.05,187826.25,155972.4,1.75E+05,137358.75,115720.1,8.28E+04,4.15E-01,0.03320038
cyclic GMP,C06194,Nucleotides,346.0477,1.318995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264393.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112431.7,0,0,0,0,0,0,0,386304.2,219854.3,543385.6,1950532,556865.1,0,0,0,0,0.00E+00,0,0,4.65E+05,#ΔΙΑΙΡ/0!,0.082712602
Pyridoxamine phosphate,C00647,Nucleotides,249.0602,1.225876,416606.7,567645.5,411140.4,325169.4,389142,404129,313454.6,87362.91,312750,371509.7,178885.2,274132.9,253410.8,301493.2,209806.9,383188.2,323204.1,283822,371152.7,242662.5,354547.8,298799.9,274941.6,238123.7,293367.8,405194.2,353651.1,321242.9,293731.9,326076.7,228750.1,348091.8,432364.6,295191.6,309428.9,261840.1,324210.8,431774.4,370988.3,349931.7,293682.3,249969.8,239546.4,331901.9,333851,297655.1,313215.2,257394.8,350867.8,416606.7,263771.85,312348.65,284154.7,3.24E+05,316819.85,321807,3.23E+05,1.22E+00,0.207723951
4-Pyridoxate,C00847,Nucleotides,184.0583,1.20796,103684.1,93506.75,81083.51,78571.54,0,59868.59,75516.88,0,120905.5,0,182692.5,111164.6,104595.3,73398.5,48641.36,89925.71,128172.3,77598.65,56628.85,42924.77,96307,0,180271,20387.54,220597.6,35754.2,0,0,88236.34,84105.4,26481.23,0,40196.73,0,202104.1,48775.66,97052.18,0,31201.02,0,71246.98,30707.7,60165.42,26873.81,22777.95,0,53213.22,0,0,103684.1,107879.95,75498.575,69615.885,3.11E+04,44486.195,30954.36,1.14E+04,1.06E-01,0.048671387
5-6-Dihydrothymine,C00906,Nucleotides,129.0656,1.220652,2121012,1457432,1602872,2740596,2187072,1872374,1628269,0,6641886,1783805,3089475,2229142,2913469,1128776,4414864,1433709,2404354,2040206,1991002,995445.3,4348742,1235437,2357381,2584039,3115684,1680166,6493836,2065846,3747503,3704229,3122502,1285714,5273545,1936071,2995271,3051397,3498348,0,5581777,1408872,3099233,2753913,3475978,1269758,4864148,1505782,2772818,2039685,2480340,2121012,2571305.5,2015604,2470710,3.41E+06,3023334,2926573,2.26E+06,8.79E-01,0.499153134
3--5--Cyclic IMP,C00943,Nucleotides,331.0396,1.217494,0,0,0,11179.59,0,0,5334.062,9594.595,0,0,0,0,0,0,0,10473.2,0,0,0,0,8382.741,0,0,0,5449.83,16779.78,9761.255,13153.89,12892.56,11917.49,0,0,13728.94,0,0,10652.31,13123.38,24273.69,7108.508,0,10124.93,7304.303,0,0,0,7553.295,0,0,0,0,0,0,0,1.24E+04,5326.155,7206.4055,0.00E+00,#ΔΙΑΙΡ/0!,0.884410872
Nicotinate ribonucleotide,C01185,Nucleotides,337.0476,1.252039,0,0,0,0,0,0,10897.25,0,0,0,0,0,0,0,0,0,0,0,0,8929.187,0,0,0,0,0,0,0,0,8740.315,0,0,0,0,0,14289.18,0,0,12415.73,0,6029.479,7147.755,0,0,0,19285.78,19999.49,0,0,8382.079,0,0,0,0,0.00E+00,0,3014.7395,4.19E+03,#ΔΙΑΙΡ/0!,0.099216154
(S)(+)-Allantoin,C02350,Nucleotides,157.0354,1.255815,0,10474.74,14348.82,0,8063.543,9190.685,10583.57,12281.24,12161.1,0,0,11445.6,14396.57,0,14876.47,12797.13,0,0,0,0,0,12085.03,13374.7,15975.67,0,0,13221.8,0,10636.68,0,19926.45,0,10878.24,0,11197.06,13550.79,10938.72,7225.018,29731.76,10816.22,22004.88,11926.49,8757.593,7930.382,13768.62,8363.786,23733.67,14426.87,44210.94,0,11803.35,0,6042.515,5.32E+03,10908.48,11371.355,1.41E+04,1.19E+00,0.118570813
2--3--Cyclic CMP,C02354,Nucleotides,306.0486,1.283587,76177.58,25560.27,39698.88,39489,36327.5,44000.06,9157.266,70493.13,114196.9,61245.51,34671.64,38158.13,30052.73,74502.33,55221.91,53618.79,39091.2,48839.57,40917.69,44836.61,40755.23,38353.83,22761.24,27143.7,10624.71,33172.85,44218.5,29976,20794.31,15003.32,21224.21,28589.95,39084.11,18831.47,9227.646,12121.55,8666.314,12035.35,7921.576,8367.102,17414.54,8585.642,10351.29,6336.348,20691.67,7292.955,9163.149,7902.57,17431.25,76177.58,49701.82,51229.18,32748.765,2.56E+04,15476.51,9468.466,8.53E+03,1.72E-01,0.012114093
3-Ureidopropionate,C02642,Nucleotides,133.0605,1.358351,427501.7,221702.6,222826.8,321912.1,228664.1,173917.9,175732.3,530838.9,503663.8,441393.8,545207.9,421782.3,415988.2,385915.8,290226.9,303965.1,406881.1,454927.3,321031.9,278005,278344.6,233776.7,343790.6,466415.8,392129.6,517012.5,376851.2,398613.9,524932.6,492488.1,485545.4,367642.8,269242.5,269028.9,369619.7,441864.4,415652.9,292039.7,251066.3,232003.8,334481.1,461330.4,392711,283545.7,214571.4,210099.4,320180.6,269090.5,286984.8,427501.7,472528.8,353473.85,311067.6,4.89E+05,368631.25,313260.4,2.76E+05,5.85E-01,0.000343281
5-Phosphoribosylamine,C03090,Nucleotides,230.0431,1.442293,0,0,0,0,8637.83,30103.97,37337.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6988.789,5961.819,6196.16,0,0,26861.32,14799.25,8422.222,18009.92,45893.25,7912.961,34954.75,11866.43,18578.91,38752.8,55687.28,24397.19,40333.67,27497.76,0,0,0,0,0.00E+00,6078.9895,14938.175,3.31E+04,#ΔΙΑΙΡ/0!,0.001561462
5--Phosphoribosyl-N-formylglycinamide,C04376,Nucleotides,315.0653,1.226544,96536.95,47586.86,73908.26,158900.2,90724.41,114962.4,105048.8,88484.49,37959.84,60423.69,69114.55,86162.99,7788.889,30843.99,20583.89,17574.84,10972.84,7930.023,46317.89,52507.96,25645.42,51217.88,40198.47,125019.2,40596.82,174388.7,92051,112029.2,69053.9,201618.9,104991.3,132228.1,29122.18,81951.88,98590.15,135315.3,71680.29,106014.4,71048.11,97505.54,92652.98,152812.6,80685.23,90822.66,78031.88,92853.23,63187.8,78447.59,68543.13,96536.95,64769.12,19079.365,45907.35,1.09E+05,90271.015,95079.26,7.82E+04,1.21E+00,0.137499818
3-Ureidoisobutyrate,C05100,Nucleotides,147.076,1.366602,8446689,5147094,3929037,5363158,3681974,2807146,2336098,9414080,7573022,5256563,5582883,4156516,4582848,5138396,3777716,3024820,3561030,3914539,3515144,3167874,3344480,2900554,2394048,4270793,3374256,5227980,4981360,3403547,3204902,3623799,3830935,3275833,3325955,2287269,2084062,3401477,2458665,2449706,2400067,1738107,1733958,2451970,2103562,1946630,1818458,1296012,1086320,1620235,1325748,8446689,5419723,3669373,3256177,3.73E+06,2867249,2251814.5,1.47E+06,2.72E-01,0.001522422
5-Hydroxyisourate,C11821,Nucleotides,185.0318,1.364405,1541040,696040.4,738670,823188.8,577366.7,424046.5,297099.8,1521182,1667951,1101828,1134328,1035008,1078283,1042917,986878,682681.7,722182.3,969562,436917.4,767748.5,822572.4,523869.3,555512.4,914409.5,569717.9,775692.1,919247.3,521410.4,566620,541518,783930.1,518032.1,544801.7,331169.2,340613.7,551031.7,313102.8,362474.5,448593.5,218147.1,243955.2,447176.8,265168.6,239526.5,294950,184958.1,158333.5,298317.2,162617,1541040,1118078,845872.15,668733.2,6.71E+05,429322.9,313821.55,2.12E+05,1.90E-01,0.00014111
Purine,C15587,Nucleotides,121.0526,1.520357,4.23E+05,2.11E+05,2.69E+05,4.35E+05,2.99E+05,2.98E+05,2.95E+05,2.81E+05,3.62E+05,3.95E+05,3.62E+05,2.53E+05,3.47E+05,3.08E+05,3.04E+05,3.06E+05,2.87E+05,2.29E+05,2.95E+05,2.46E+05,2.67E+05,2.76E+05,2.53E+05,3.10E+05,2.86E+05,4.14E+05,3.92E+05,4.48E+05,3.93E+05,4.02E+05,3.68E+05,3.25E+05,3.42E+05,3.64E+05,3.29E+05,3.76E+05,3.47E+05,3.59E+05,3.39E+05,2.91E+05,3.47E+05,3.48E+05,3.29E+05,3.33E+05,3.01E+05,2.84E+05,2.55E+05,2.63E+05,2.53E+05,422501.9,354441.4,299540.9,271844.25,3.98E+05,344758.95,342593.75,2.73E+05,7.71E-01,0.120118111
D-Glucose,C00031,Glycolysis,179.0548,1.202704,56848130,47975450,26857140,20623420,20209030,13207810,12915930,43860220,43258620,41884740,36033180,54238020,35347560,27954970,28398700,29501730,35089450,32181650,23539690,22268960,25127780,23074920,23498580,21236180,22255540,19849930,19972300,18559210,18843530,17799120,19002450,16182220,15711330,15264260,12571690,14412730,15755280,12745850,11519000,10416790,10383080,12442190,11620870,9739127,9742349,9514089,9807705,8350242,8776588,56848130,42571680,28950215,22671940,1.89E+07,15487795,11569935,9.63E+06,2.26E-01,9.27E-05
D-Glucose 6-phosphate,C02965,Glycolysis,259.0218,1.533529,3152724,2669294,2986397,2894901,2722215,2134223,2006694,7858692,6714630,7349488,7757868,4713450,6763304,10809420,6893070,7559260,8771659,5110468,5415093,8982939,5995822,6826114,7481956,4323788,6145562,9482172,5814382,6757228,7231858,5940590,4831578,9501847,5890394,6237592,6167402,3533853,5872310,8415528,4637224,5136695,5058014,3275653,5431609,7927368,4372976,4590340,4858996,2116533,4831498,3152724,7056396,7226165,6485838,6.35E+06,6028898,5097354.5,4.71E+06,6.68E-01,0.005824859
D-Fructose 1-6-bisphosphate,C00354,Glycolysis,338.9936,1.448699,210554.3,460703.2,206829.4,345653.6,144004.4,0,231059.8,335970.2,281757.5,377808.3,429117.8,410475.1,319780.2,320027.5,306861.2,270975.7,380039.2,385725.2,535355.6,288455.5,166068.2,322685.6,294869.3,295772.6,352544.4,257994.5,272427.5,320260.2,346744.8,313151.9,124459.3,270486.5,131365.3,352139.8,335107.1,164686.5,266939.2,114733.3,192412.1,278200,279706.8,157437.6,246008.9,115834.9,195688.6,188315.3,89976.79,92961.28,169561.9,210554.3,356889.25,350033.35,295320.95,2.93E+05,268712.85,219210.5,1.43E+05,4.00E-01,0.002798545
D-Glyceraldehyde 3-phosphate,C00118,Glycolysis,168.9892,1.56348,104666.2,81922.27,0,37469.28,26471.2,37616.84,11633.11,115192.4,114097.6,67577.54,97639.02,186124.6,93653.16,52528.23,58435.84,59441.03,61987.69,200477.6,19969.62,25722.91,45965.92,12089.26,35985.56,58337.5,19473.12,21900.38,13851.14,24965.28,15317.85,17320.72,52138.15,11864.1,8380.807,10426.35,10927.98,15242.34,11071.32,14774.41,8747.89,15164.99,39860.79,16524.36,10850.22,37060.92,12612.07,32780.26,11318.43,11799.19,22885.15,104666.2,105868.31,58938.435,30854.235,1.96E+04,10999.65,14969.7,1.77E+04,1.68E-01,0.004915212
2-3-Bisphosphoglycerate,C03339,Glycolysis,264.9515,1.2391,1245753,820025.4,984616,544470,331413.4,319402.2,174957.8,1549204,2004059,1536338,1626364,1153138,1537287,2322696,2066227,1327361,1358196,1117063,1066974,1369532,1074443,690105.2,742745.9,694210.4,543150.2,808043.1,782725.8,524128.9,362267.4,314739.1,361346.8,550844.2,553905.2,363168.8,310715.8,271480.8,208174.4,373664.6,296852,245282.2,204696.2,157005.4,85244.94,268797.8,241969.5,149743.3,155905.1,112173.1,44801.06,1245753,1543245.5,1342778.5,718478.15,4.43E+05,336942.3,224989.2,1.53E+05,9.90E-02,2.96E-05
2/3-Phospho-D-glycerate,C00631,Glycolysis,184.9844,1.665956,1498865,744118.2,877070.7,653368.1,508320,503023.8,355467.8,1578950,2182291,1934198,2787271,2219942,2289432,1934824,2566015,1509717,1596173,1548285,1085132,1551469,1569295,1132999,1201558,854572,894049.1,916046.2,1465007,928522,918041,808957.3,509764.3,893452.4,1213500,852902.8,936647.4,526174.3,664340.7,722435.5,1417732,986471.8,965497.5,337113.7,651368.6,868142.2,1351762,743689.2,656961.4,347963.2,554195,1498865,2201116.5,1572229,1167278.5,9.17E+05,873177.6,843966.5,7.00E+05,3.18E-01,0.001973797
Phosphoenolpyruvate,C00074,Glycolysis,166.9736,1.889775,122721.5,99040.5,79018.4,53749.06,26724.65,34734.36,23787.43,116555.2,158431,123718.6,185693.3,175948.3,209232.6,195542.9,139318.2,154393.2,145119.9,142564.5,116507.2,102222.4,110879.3,82498.77,108194,81839.79,62371.98,5.98E+04,6.30E+04,5.77E+04,3.89E+04,5.02E+04,3.99E+04,17524.6,32516.21,28831.28,18169.17,23728.85,16978.24,9739.288,30370.83,18670.54,14473.49,8928.777,19248.17,1.74E+04,4.14E+04,2.47E+04,1.56E+04,1.51E+04,1.88E+04,122721.5,167189.65,143842.2,92360.585,5.40E+04,20949.01,16572.015,1.81E+04,1.08E-01,0.00033609
Pyruvate,C00022,Glycolysis,87.00707,1.271788,2476919,5364694,5836282,7090042,8450552,8725521,9414891,2681626,3522435,4622587,5018261,4052251,4707878,7034502,6965632,6600730,6825678,5709544,7312134,0,11901700,10036690,10592460,6519280,14894340,1.21E+07,1.60E+07,1.25E+07,1.57E+07,0.00E+00,7.62E+06,0,20320230,18455970,16755570,8449865,0,18116910,24828730,21124400,17570130,9479947,17991540,1.92E+07,2.55E+07,1.77E+07,1.66E+07,9.40E+06,1.41E+07,2476919,4337419,6895655,10314575,1.23E+07,12602717.5,18054225,1.72E+07,3.95E+00,0.002701364
Lactate,C01432,Glycolysis,89.02266,1.485816,175006100,315976600,529576400,543988000,611512300,617909000,580324600,143408800,186349400,231171500,226784200,259590500,279593000,395752400,396547400,430217200,391669800,467546700,407327100,556016900,536424000,526478300,498721400,623609400,514334500,6.40E+08,5.55E+08,5.75E+08,5.39E+08,5.48E+08,6.17E+08,658030300,591959300,553507500,583683400,640659600,563187100,578761000,621927900,569444900,547846800,675331300,604668000,6.42E+08,5.62E+08,5.19E+08,5.44E+08,6.11E+08,5.39E+08,175006100,228977850,401937250,531451150,5.65E+08,587821350,591714500,5.53E+08,2.41E+00,0.000165243
Mannitol,C00392,Other sugars,181.0704,1.2012,232696800,428170800,203895000,186911600,224008900,165099100,174438100,185160700,183073400,215268000,193160200,300683300,207957000,184106100,151947700,194992600,248433200,230034100,222599400,166962400,189278100,200519700,206060500,182789200,214987500,1.96E+08,1.73E+08,1.83E+08,1.99E+08,2.14E+08,2.01E+08,191586800,171161700,188122100,162999200,172171500,222523600,184576500,131624600,153907300,164413300,172402100,187632800,1.51E+08,1.28E+08,1.59E+08,1.65E+08,1.29E+08,1.64E+08,232696800,200558600,208796000,194898900,1.98E+08,180146800,168407700,1.55E+08,7.73E-01,0.030758907
D-Sorbitol,C00794,Other sugars,181.0704,1.223512,52488940,428170800,203895000,186911600,224008900,165099100,174438100,52244680,183073400,48180630,48991510,300683300,52680150,49660370,49311990,61536930,57133720,59460640,68185220,166962400,189278100,200519700,206060500,66373710,214987500,1.96E+08,1.73E+08,1.83E+08,1.99E+08,2.14E+08,2.01E+08,191586800,171161700,188122100,162999200,172171500,222523600,184576500,131624600,153907300,164413300,172402100,187632800,1.51E+08,1.28E+08,0.00E+00,1.65E+08,1.29E+08,1.64E+08,52488940,52462415,58297180,194898900,1.98E+08,180146800,168407700,1.40E+08,2.67E+00,0.866435396
D-Ribose,C00121,Other sugars,149.0441,1.2117,1156870,1658308,966964.2,800297.8,854995.5,704765.2,705810.8,1073820,1028761,1154177,957612.2,1518994,970222.2,833078,956858.4,1032654,1028450,1076056,784825.2,878323.7,883448.8,997022.8,884538.2,805394.3,833100.7,9.01E+05,9.05E+05,8.65E+05,9.02E+05,7.87E+05,8.86E+05,819170.8,731524,842733.2,686860.4,744278.3,794592.2,726393.8,751302.9,660656.1,672951.1,702795.2,689044.1,6.86E+05,6.41E+05,6.59E+05,6.97E+05,5.07E+05,5.11E+05,1156870,1051290.5,992654.2,880886.25,8.93E+05,769435.25,695919.65,6.50E+05,6.18E-01,0.005542926
D-Rhamnose,C01684,Other sugars,163.0599,1.203346,2183073,5804220,4252894,4383358,5366158,4646502,5100417,1553937,1757598,2368609,2221189,3629912,2314869,2451084,2437055,3282797,4034863,4114640,3884714,3779178,4188451,4006509,4366306,4109046,4573996,4343536,4261724,4522028,4655378,5042830,4981216,5024519,4722785,5029772,4466621,4464646,5523103,4945690,3856042,4364658,4259170,4651908,5056492,4375898,3788288,4526068,4875258,4193090,4983758,2183073,2268029,3583755.5,4148748.5,4.59E+06,4873652,4508283,4.45E+06,1.96E+00,0.001497072
D-Fructose,C10906,Other sugars,179.0548,1.393795,0,0,0,7958350,6978702,4440782,4488594,0,18753590,17591380,16680000,16151040,15406520,0,14352850,13545480,11651670,10855890,10855340,0,11403280,9539511,0,0,7690304,7464186,8762582,8209988,6589598,6512824,6925518,6251106,7175266,7649904,5423391,5784836,5632602,5477664,6847048,6178000,4726768,5103206,4957206,4914764,5598698,5907162,4119255,4070386,3958077,0,16415520,11253780,3845152,7.19E+06,6017971,5290435,4.52E+06,2.75E-01,0.022371839
cis-Aconitate,C00417,TCA cycle,173.008,1.248309,3378645,3333335,4703130,3708325,3011520,3503241,2105107,1435470,4414797,3916981,3310641,2756954,3496761,4963076,6144518,4096991,4076010,3489047,3576214,5028572,5809440,4503296,3215693,2895565,2802535,4248488,5568470,3962948,2422640,2735490,1822396,3937627,4235526,3613268,2605578,2270213,1736987,2989222,4183471,2804601,2409305,1616694,1415647,2741184,4105475,2414871,1480085,1536730,1321756,3378645,3403701,4086500.5,3859494.5,3.35E+06,3109423,2606953,1.98E+06,5.80E-01,0.126366903
Citrate,C00158,TCA cycle,191.0186,1.237814,143445900,101820200,105925200,60785970,45775820,41682340,25898150,177297800,211993600,177091400,179071100,140007700,170875200,275631800,216594100,149010600,143470500,120066600,125441500,157913200,136198100,78385280,69436360,61060550,46222290,99245480,85783230,59013420,39327080,33923650,30955430,69163270,65780640,36290020,36840190,25692090,19595170,39936250,33825140,30946600,26526090,17188530,13760350,34634220,37050220,19101480,15818820,16390750,9734643,143445900,177194600,146240550,73910820,4.92E+07,36565105,28736345,1.77E+07,1.00E-01,4.75E-06
2-Oxoglutarate,C00026,TCA cycle,145.0134,1.19E+00,1.90E+05,1.08E+05,1.78E+05,1.61E+05,1.46E+05,1.26E+05,7.81E+04,1.66E+05,2.12E+05,2.21E+05,2.80E+05,1.34E+05,2.99E+05,2.07E+05,2.29E+05,2.25E+05,2.15E+05,1.54E+05,2.67E+05,2.04E+05,1.68E+05,1.82E+05,2.23E+05,1.63E+05,2.01E+05,1.25E+05,1.32E+05,1.68E+05,1.65E+05,1.64E+05,1.50E+05,9.29E+04,1.53E+05,9.52E+04,1.47E+05,1.15E+05,1.02E+05,8.53E+04,1.23E+05,1.50E+05,1.19E+05,1.11E+05,9.90E+04,8.56E+04,1.11E+05,7.99E+04,8.43E+04,1.01E+05,8.19E+04,190481.5,216169.75,220200.45,191392.6,1.57E+05,108590.35,115063.3,8.49E+04,3.93E-01,0.006749162
2-Oxoglutaramate,C00940,TCA cycle,144.0288,1.19603,201731.4,154054.7,203895.2,200011.9,163786.5,196115,150864.4,243646.8,269129.2,233536.8,205316.5,145005.9,225331.1,223294.7,210481.5,195532.1,244382.4,218957,252780.8,232180.6,159841.5,190476.2,239642.3,176143.4,202516.7,179734.7,189675.2,215734.1,199183.9,169372.5,181245.3,183387.6,195961.9,150420,225458,206383.8,139037.8,196018.5,180160.2,186969.6,220640.8,130062.4,127622.2,192706,202847,121647.7,119494.8,213469.7,163383.2,201731.4,229433.95,221125.85,196496.45,1.85E+05,189674.75,183564.9,1.78E+05,7.76E-01,0.100144497
Succinate,C00042,TCA cycle,117.0176,1.191042,766884.4,743369.3,658669.4,591921.2,516307.1,476692.7,382880.2,712211.7,749007.8,767384.2,744988.7,798022.7,784377.7,609187.3,701814.8,670280,676817.2,693906.1,737981.9,616302.2,615152.2,561818.6,677786.4,617318.1,698327.8,4.91E+05,4.52E+05,5.30E+05,5.39E+05,5.46E+05,5.18E+05,407919,511935,503148.3,392641.4,478285.4,477548.4,391669.8,428185.3,436150.4,373660.4,368557,344124.7,3.43E+05,3.74E+05,3.32E+05,3.42E+05,3.33E+05,3.22E+05,766884.4,758196,685361.65,616810.15,5.24E+05,477916.9,382665.1,3.37E+05,4.45E-01,2.18E-06
Fumarate,C00122,TCA cycle,115.002,1.238885,385887,320559.2,823980.5,695237.3,661527.4,684582.2,509995.2,262720.5,353585.2,412822.5,486094.6,523231.9,577752.7,533840.6,502925.3,470961.9,512116.9,822661,375846.8,512981.2,406476.3,298199.9,495589,907449.8,385414.8,3.80E+05,3.69E+05,2.97E+05,3.12E+05,3.43E+05,7.63E+05,276199.6,253889.2,242103.2,247409.9,692728.8,240175.4,194715.7,269081.7,252653.8,159140.4,550225.5,188345.4,2.16E+05,2.24E+05,1.57E+05,1.81E+05,6.25E+05,1.59E+05,385887,449458.55,507521.1,451032.65,3.56E+05,250649.55,223684.75,1.98E+05,4.41E-01,0.071587233
